timestamp,anchorId,rtt_est,rtt_raw,dist_est,num_frames,frame_index,rssi,rtt,t1,t2,t3,t4
1623253780058735809,7c:df:a1:06:b9:dd,117,134,17.600000381469727,7,0,-85,134375,368163973437,4843816214062,4843920035937,368267929687
1623253780058735809,7c:df:a1:06:b9:dd,117,134,17.600000381469727,7,1,-86,135938,400364960937,4876017259375,4876121035937,400468873437
1623253780058735809,7c:df:a1:06:b9:dd,117,134,17.600000381469727,7,2,-86,128126,432543960937,4908196306250,4908300035937,432647818750
1623253780058735809,7c:df:a1:06:b9:dd,117,134,17.600000381469727,7,3,-85,134376,465961960937,4941614359375,4941718035937,466065771875
1623253780058735809,7c:df:a1:06:b9:dd,117,134,17.600000381469727,7,4,-85,140626,530467960937,5006120481250,5006224035937,530571656250
1623253780058735809,7c:df:a1:06:b9:dd,117,134,17.600000381469727,7,5,-86,143750,566152973437,5041805548437,5041909035937,566256604687
1623253780058735809,7c:df:a1:06:b9:dd,117,134,17.600000381469727,7,6,-85,123438,598330973437,5073983592187,5074088035937,598435540625
1623253780768531262,7c:df:a1:05:87:c7,97,123,14.6899995803833,8,0,-72,125000,4344091962500,5545274539062,5545378035937,4344195584375
1623253780768531262,7c:df:a1:05:87:c7,97,123,14.6899995803833,8,1,-72,120312,4376244975000,5577427579687,5577532035937,4376349551562
1623253780768531262,7c:df:a1:05:87:c7,97,123,14.6899995803833,8,2,-73,125000,4408419975000,5609602610937,5609707035937,4408524525000
1623253780768531262,7c:df:a1:05:87:c7,97,123,14.6899995803833,8,3,-73,125000,4446379975000,5647562645312,5647667035937,4446484490625
1623253780768531262,7c:df:a1:05:87:c7,97,123,14.6899995803833,8,4,-73,126563,4475301962500,5676484659375,5676589035937,4475406465625
1623253780768531262,7c:df:a1:05:87:c7,97,123,14.6899995803833,8,5,-73,123438,4508945962500,5710128690625,5710233035937,4509050431250
1623253780768531262,7c:df:a1:05:87:c7,97,123,14.6899995803833,8,6,-73,120313,4543369962500,5744552721875,5744657035937,4543474396875
1623253780768531262,7c:df:a1:05:87:c7,97,123,14.6899995803833,8,7,-73,120313,4575565962500,5776748750000,5776853035937,4575670368750
1623253781458977232,7c:df:a1:0f:74:e9,19,33,2.990000009536743,8,0,-73,32813,130686642187,6241608271875,6241712035937,130790439062
1623253781458977232,7c:df:a1:0f:74:e9,19,33,2.990000009536743,8,1,-73,35938,162874642187,6273796340625,6273900035937,162978373437
1623253781458977232,7c:df:a1:0f:74:e9,19,33,2.990000009536743,8,2,-74,35938,195049642187,6305971407812,6306075035937,195153306250
1623253781458977232,7c:df:a1:0f:74:e9,19,33,2.990000009536743,8,3,-74,32813,231115642187,6342037484375,6342141035937,231219226562
1623253781458977232,7c:df:a1:0f:74:e9,19,33,2.990000009536743,8,4,-73,31250,262873642187,6373795551562,6373900035937,262978157812
