Ponto,actualDist,rttRaw,estDistRaw,absErrRaw,rttEst,estDistEst,absErrEst,varRtt,meanRtt,countRtt,meanRss,distEst,distEstOwn,rttNovoRaw,errNovoRaw,rttNovoEst,errNovoEst,errArtigo
0,1.686090152,114,17.08817011,15.40207995,90,13.49066061,11.80457046,226.3333333,114.3333333,3,-86.0,13.52000046,13.0,17,0.8621457409999997,6,0.7867127780000001,11.313909848
0,3.500514248,16,2.398339664,1.102174584,5,0.749481145,2.751033103,3.0,17.0,3,-74.0,0.779999971,2.0,14,1.4019670419999999,3,3.050825561,1.500514248
0,10.11211649,39,5.845952931,4.266163564,25,3.747405725,6.36471077,19.0,39.0,3,-78.0,3.769999981,4.0,28,5.915022078,15,7.863673055,6.11211649
0,10.62275388,86,12.89107569,2.268321814,65,9.743254885,0.879498995,100.3333333,86.66666667,3,-87.0,9.880000114,8.0,50,3.12794243,34,5.526282094,2.6227538799999994
0,1.686090152,105,15.73910405,14.05301389,82,12.29149078,10.60540063,37.0,106.0,3,-86.0,12.35000038,12.0,17,0.8621457409999997,6,0.7867127780000001,10.313909848
0,3.500514248,19,2.848028351,0.652485897,7,1.049273603,2.451240645,0.333333333,19.66666667,3,-74.0,1.169999957,2.0,14,1.4019670419999999,3,3.050825561,1.500514248
0,10.11211649,35,5.246368015,4.86574848,21,3.147820809,6.964295686,4.0,36.0,3,-78.0,3.25,4.0,28,5.915022078,15,7.863673055,6.11211649
0,10.62275388,78,11.69190586,1.069151982,58,8.693981282,1.928772598,60.5,78.5,2,-87.5,8.840000153,8.0,50,3.12794243,34,5.526282094,2.6227538799999994
0,1.686090152,98,14.68983044,13.00374029,76,11.3921134,9.706023252,369.3333333,98.33333333,3,-86.0,11.43999958,12.0,17,0.8621457409999997,6,0.7867127780000001,10.313909848
0,3.500514248,17,2.548235893,0.952278355,6,0.899377374,2.601136874,9.0,17.0,3,-74.0,0.910000026,2.0,14,1.4019670419999999,3,3.050825561,1.500514248
