Ponto,timestamp,anchorId,rtt_est,rtt_raw,dist_est,num_frames,frame_index,rssi,rtt,t1,t2,t3,t4
1,1623259807046974316,7c:df:a1:0e:db:f1,0,3,0.0,8,0,-66,4687,2187431434375,6287918812500,6288023040625,2187535667187
1,1623259807046974316,7c:df:a1:0e:db:f1,0,3,0.0,8,1,-66,3125,2218854434375,6319341856250,6319446040625,2218958621875
1,1623259807046974316,7c:df:a1:0e:db:f1,0,3,0.0,8,2,-66,3125,2251393434375,6351880903125,6351985040625,2251497575000
1,1623259807046974316,7c:df:a1:0e:db:f1,0,3,0.0,8,3,-66,3125,2286796434375,6387283953125,6387388040625,2286900525000
1,1623259807046974316,7c:df:a1:0e:db:f1,0,3,0.0,8,4,-66,4687,2318998434375,6419485998437,6419590040625,2319102481250
1,1623259807046974316,7c:df:a1:0e:db:f1,0,3,0.0,8,5,-66,3125,2351175434375,6451663043750,6451767040625,2351279434375
1,1623259807046974316,7c:df:a1:0e:db:f1,0,3,0.0,8,6,-66,4687,2387042434375,6487530095312,6487634040625,2387146384375
1,1623259807046974316,7c:df:a1:0e:db:f1,0,3,0.0,8,7,-66,4687,2419229434375,6519717140625,6519821040625,2419333339062
1,1623259807744792795,7c:df:a1:0e:db:f1,0,4,0.0,8,0,-66,3124,2886608434375,276210398437,276314640625,2886712679687
1,1623259807744792795,7c:df:a1:0e:db:f1,0,4,0.0,8,1,-66,3125,2918818434375,308420443750,308524640625,2918922634375
1,1623259807744792795,7c:df:a1:0e:db:f1,0,4,0.0,8,2,-66,6250,2950981434375,340583490625,340687640625,2951085590625
1,1623259807744792795,7c:df:a1:0e:db:f1,0,4,0.0,8,3,-66,6250,2986812434375,376414540625,376518640625,2986916540625
1,1623259807744792795,7c:df:a1:0e:db:f1,0,4,0.0,8,4,-66,4687,3019006434375,408608584375,408712640625,3019110495312
1,1623259807744792795,7c:df:a1:0e:db:f1,0,4,0.0,8,5,-66,4687,3053342434375,442944632812,443048640625,3053446446875
1,1623259807744792795,7c:df:a1:0e:db:f1,0,4,0.0,8,6,-66,3124,3087023434375,476625679687,476729640625,3087127398437
1,1623259807744792795,7c:df:a1:0e:db:f1,0,4,0.0,8,7,-66,4687,3119347434375,508949725000,509053640625,3119451354687
1,1623259808447613194,7c:df:a1:0e:db:f1,0,3,0.0,8,0,-66,3125,3586586434375,976189378125,976293640625,3586690700000
1,1623259808447613194,7c:df:a1:0e:db:f1,0,3,0.0,8,1,-66,3124,3618842434375,1008445423437,1008549640625,3618946654687
1,1623259808447613194,7c:df:a1:0e:db:f1,0,3,0.0,8,2,-66,3124,3651921434375,1041524470312,1041628640625,3652025607812
1,1623259808447613194,7c:df:a1:0e:db:f1,0,3,0.0,8,3,-67,1562,3687947434375,1077550520312,1077654640625,3688051556250
1,1623259808447613194,7c:df:a1:0e:db:f1,0,3,0.0,8,4,-66,4687,3719004434375,1108607565625,1108711640625,3719108514062
1,1623259808447613194,7c:df:a1:0e:db:f1,0,3,0.0,8,5,-66,4687,3751201434375,1140804610937,1140908640625,3751305468750
1,1623259808447613194,7c:df:a1:0e:db:f1,0,3,0.0,8,6,-66,4687,3789154434375,1178757664062,1178861640625,3789258415625
1,1623259808447613194,7c:df:a1:0e:db:f1,0,3,0.0,8,7,-66,3124,3821331434375,1210934707812,1211038640625,3821435370312
1,1623259812361021862,7c:df:a1:0e:db:f1,180,229,27.100000381469727,8,0,-66,228124,786596034375,2745000145312,2745103815625,786699932812
1,1623259812361021862,7c:df:a1:0e:db:f1,180,229,27.100000381469727,8,1,-66,229687,818866034375,2777270189062,2777373815625,818969890625
1,1623259812361021862,7c:df:a1:0e:db:f1,180,229,27.100000381469727,8,2,-66,229687,851046034375,2809450231250,2809553815625,851149848437
1,1623259812361021862,7c:df:a1:0e:db:f1,180,229,27.100000381469727,8,3,-66,229687,886731034375,2845135279687,2845238815625,886834800000
1,1623259812361021862,7c:df:a1:0e:db:f1,180,229,27.100000381469727,8,4,-66,228125,919009034375,2877413321875,2877516815625,919112756250
1,1623259812361021862,7c:df:a1:0e:db:f1,180,229,27.100000381469727,8,5,-66,229687,951155034375,2909559365625,2909662815625,951258714062
1,1623259812361021862,7c:df:a1:0e:db:f1,180,229,27.100000381469727,8,6,-66,229687,986939034375,2945343414062,2945446815625,987042665625
1,1623259812361021862,7c:df:a1:0e:db:f1,180,229,27.100000381469727,8,7,-66,229687,1019135034375,2977539456250,2977642815625,1019238623437
1,1623259813053899321,7c:df:a1:0e:db:f1,0,4,0.0,8,0,-66,4687,1482917034375,3441322076562,3441426040625,1483021003125
1,1623259813053899321,7c:df:a1:0e:db:f1,0,4,0.0,8,1,-66,3124,1515101034375,3473506120312,3473610040625,1515204957812
1,1623259813053899321,7c:df:a1:0e:db:f1,0,4,0.0,8,2,-66,6249,1547268034375,3505673164062,3505777040625,1547371917187
1,1623259813053899321,7c:df:a1:0e:db:f1,0,4,0.0,8,3,-66,4687,1583072034375,3541477210937,3541581040625,1583175868750
1,1623259813053899321,7c:df:a1:0e:db:f1,0,4,0.0,8,4,-66,4687,1615265034375,3573670256250,3573774040625,1615368823437
1,1623259813053899321,7c:df:a1:0e:db:f1,0,4,0.0,8,5,-66,4687,1647430034375,3605835298437,3605939040625,1647533781250
1,1623259813053899321,7c:df:a1:0e:db:f1,0,4,0.0,8,6,-66,4687,1683338034375,3641743346875,3641847040625,1683441732812
1,1623259813053899321,7c:df:a1:0e:db:f1,0,4,0.0,8,7,-66,6250,1715462034375,3673867390625,3673971040625,1715565690625
1,1623259813754877360,7c:df:a1:0e:db:f1,0,3,0.0,8,0,-66,3124,2182876034375,4141282017187,4141386040625,2182980060937
1,1623259813754877360,7c:df:a1:0e:db:f1,0,3,0.0,8,1,-66,4687,2215044034375,4173450060937,4173554040625,2215148018750
1,1623259813754877360,7c:df:a1:0e:db:f1,0,3,0.0,8,2,-66,3124,2247281034375,4205687104687,4205791040625,2247384973437
1,1623259813754877360,7c:df:a1:0e:db:f1,0,3,0.0,8,3,-66,3124,2283044034375,4241450151562,4241554040625,2283147926562
1,1623259813754877360,7c:df:a1:0e:db:f1,0,3,0.0,8,4,-66,3124,2315212034375,4273618195312,4273722040625,2315315882812
1,1623259813754877360,7c:df:a1:0e:db:f1,0,3,0.0,8,5,-66,1562,2350463034375,4308869242187,4308973040625,2350566834375
1,1623259813754877360,7c:df:a1:0e:db:f1,0,3,0.0,8,6,-66,3125,2383449034375,4341855287500,4341959040625,2383552790625
1,1623259813754877360,7c:df:a1:0e:db:f1,0,3,0.0,8,7,-66,4687,2415730034375,4374136331250,4374240040625,2415833748437
1,1623259814450418637,7c:df:a1:0e:db:f1,0,3,0.0,7,0,-66,4687,2886260034375,4844666960937,4844771040625,2886364118750
1,1623259814450418637,7c:df:a1:0e:db:f1,0,3,0.0,7,1,-66,1562,2915117034375,4873523998437,4873628040625,2915221078125
1,1623259814450418637,7c:df:a1:0e:db:f1,0,3,0.0,7,2,-67,4687,2947338034375,4905745043750,4905849040625,2947442035937
1,1623259814450418637,7c:df:a1:0e:db:f1,0,3,0.0,7,3,-67,3124,3015233034375,4973640132812,4973744040625,3015336945312
1,1623259814450418637,7c:df:a1:0e:db:f1,0,3,0.0,7,4,-66,3124,3047473034375,5005880176562,5005984040625,3047576901562
1,1623259814450418637,7c:df:a1:0e:db:f1,0,3,0.0,7,5,-66,4687,3083267034375,5041674223437,5041778040625,3083370856250
1,1623259814450418637,7c:df:a1:0e:db:f1,0,3,0.0,7,6,-66,3125,3119356034375,5077763271875,5077867040625,3119459806250
1,1623259815155199239,7c:df:a1:0e:db:f1,0,2,0.0,8,0,-67,3125,3583223034375,5541630887500,5541735040625,3583327190625
1,1623259815155199239,7c:df:a1:0e:db:f1,0,2,0.0,8,1,-66,3125,3615424034375,5573831931250,5573936040625,3615528146875
1,1623259815155199239,7c:df:a1:0e:db:f1,0,2,0.0,8,2,-66,4687,3647337034375,5605744973437,5605849040625,3647441106250
1,1623259815155199239,7c:df:a1:0e:db:f1,0,2,0.0,8,3,-66,1562,3683087034375,5641495020312,5641599040625,3683191056250
1,1623259815155199239,7c:df:a1:0e:db:f1,0,2,0.0,8,4,-66,1562,3715305034375,5673713062500,5673817040625,3715409014062
1,1623259815155199239,7c:df:a1:0e:db:f1,0,2,0.0,8,5,-66,4687,3747455034375,5705863106250,5705967040625,3747558973437
1,1623259815155199239,7c:df:a1:0e:db:f1,0,2,0.0,8,6,-66,1562,3783293034375,5741701153125,5741805040625,3783396923437
1,1623259815155199239,7c:df:a1:0e:db:f1,0,2,0.0,8,7,-66,3125,3815494034375,5773902196875,5774006040625,3815597881250
1,1623259815848967648,7c:df:a1:0e:db:f1,0,4,0.0,7,0,-66,4687,4282885034375,6241293814062,6241398040625,4282989265625
1,1623259815848967648,7c:df:a1:0e:db:f1,0,4,0.0,7,1,-66,3124,4315035034375,6273443854687,6273548040625,4315139223437
1,1623259815848967648,7c:df:a1:0e:db:f1,0,4,0.0,7,2,-66,4687,4347216034375,6305624898437,6305729040625,4347320181250
1,1623259815848967648,7c:df:a1:0e:db:f1,0,4,0.0,7,3,-66,4687,4383043034375,6341451945312,6341556040625,4383147134375
1,1623259815848967648,7c:df:a1:0e:db:f1,0,4,0.0,7,4,-66,4687,4415372034375,6373780987500,6373885040625,4415476092187
1,1623259815848967648,7c:df:a1:0e:db:f1,0,4,0.0,7,5,-66,6249,4447528034375,6405937029687,6406041040625,4447632051562
1,1623259815848967648,7c:df:a1:0e:db:f1,0,4,0.0,7,6,-66,4687,4483283034375,6441692076562,6441796040625,4483387003125
1,1623259816553660711,7c:df:a1:0e:db:f1,0,4,0.0,8,0,-66,4687,4982866034375,230389332812,230493640625,4982970346875
1,1623259816553660711,7c:df:a1:0e:db:f1,0,4,0.0,8,1,-66,4687,5015037034375,262560373437,262664640625,5015141306250
1,1623259816553660711,7c:df:a1:0e:db:f1,0,4,0.0,8,2,-66,4687,5047241034375,294764415625,294868640625,5047345264062
1,1623259816553660711,7c:df:a1:0e:db:f1,0,4,0.0,8,3,-66,4687,5083053034375,330576462500,330680640625,5083157217187
1,1623259816553660711,7c:df:a1:0e:db:f1,0,4,0.0,8,4,-66,4687,5115291034375,362814506250,362918640625,5115395173437
1,1623259816553660711,7c:df:a1:0e:db:f1,0,4,0.0,8,5,-66,4687,5147470034375,394993548437,395097640625,5147574131250
1,1623259816553660711,7c:df:a1:0e:db:f1,0,4,0.0,8,6,-66,4687,5183247034375,430770595312,430874640625,5183351084375
1,1623259816553660711,7c:df:a1:0e:db:f1,0,4,0.0,8,7,-66,3124,5215439034375,462962635937,463066640625,5215543042187
1,1623259817255439991,7c:df:a1:0e:db:f1,0,3,0.0,8,0,-66,3124,5682853034375,930377248437,930481640625,5682957429687
1,1623259817255439991,7c:df:a1:0e:db:f1,0,3,0.0,8,1,-67,3125,5715037034375,962561290625,962665640625,5715141387500
1,1623259817255439991,7c:df:a1:0e:db:f1,0,3,0.0,8,2,-66,3124,5747225034375,994749332812,994853640625,5747329345312
1,1623259817255439991,7c:df:a1:0e:db:f1,0,3,0.0,8,3,-66,3125,5787001034375,1034525384375,1034629640625,5787105293750
1,1623259817255439991,7c:df:a1:0e:db:f1,0,3,0.0,8,4,-66,3125,5815271034375,1062795421875,1062899640625,5815375256250
1,1623259817255439991,7c:df:a1:0e:db:f1,0,3,0.0,8,5,-66,4687,5847537034375,1095061465625,1095165640625,5847641214062
1,1623259817255439991,7c:df:a1:0e:db:f1,0,3,0.0,8,6,-66,3124,5883261034375,1130785510937,1130889640625,5883365167187
1,1623259817255439991,7c:df:a1:0e:db:f1,0,3,0.0,8,7,-66,3125,5915520034375,1163044553125,1163148640625,5915624125000
1,1623259817955532070,7c:df:a1:0e:db:f1,0,4,0.0,8,0,-66,6249,6382927034375,1630452167187,1630556640625,6383031514062
1,1623259817955532070,7c:df:a1:0e:db:f1,0,4,0.0,8,1,-66,4687,6415212034375,1662737207812,1662841640625,6415316471875
1,1623259817955532070,7c:df:a1:0e:db:f1,0,4,0.0,8,2,-66,4687,6447436034375,1694961250000,1695065640625,6447540429687
1,1623259817955532070,7c:df:a1:0e:db:f1,0,4,0.0,8,3,-66,4687,6483152034375,1730677296875,1730781640625,6483256382812
1,1623259817955532070,7c:df:a1:0e:db:f1,0,4,0.0,8,4,-66,4687,6515282034375,1762807339062,1762911640625,6515386340625
1,1623259817955532070,7c:df:a1:0e:db:f1,0,4,0.0,8,5,-66,4687,6547508034375,1795033381250,1795137640625,6547612298437
