timestamp,anchorId,rtt_est,rtt_raw,dist_est,num_frames,frame_index,rssi,rtt,t1,t2,t3,t4
1623266227892729005,7c:df:a1:05:87:c7,28,43,4.289999961853027,8,0,-79,35938,4000919976562,3203136543750,3203240423437,4001023892187
1623266227892729005,7c:df:a1:05:87:c7,28,43,4.289999961853027,8,1,-80,43750,4034640964062,3236857539062,3236961423437,4034744892187
1623266227892729005,7c:df:a1:05:87:c7,28,43,4.289999961853027,8,2,-80,43750,4065364976562,3267581564062,3267685423437,4065468879687
1623266227892729005,7c:df:a1:05:87:c7,28,43,4.289999961853027,8,3,-79,46875,4100654964062,3302871560937,3302975423437,4100758873437
1623266227892729005,7c:df:a1:05:87:c7,28,43,4.289999961853027,8,4,-80,45313,4132928976562,3335145582812,3335249423437,4133032862500
1623266227892729005,7c:df:a1:05:87:c7,28,43,4.289999961853027,8,5,-79,56251,4165121964062,3367338584375,3367442423437,4165225859375
1623266227892729005,7c:df:a1:05:87:c7,28,43,4.289999961853027,8,6,-80,42188,4200851964062,3403068595312,3403172423437,4200955834375
1623266227892729005,7c:df:a1:05:87:c7,28,43,4.289999961853027,8,7,-79,37501,4233003964062,3435220603125,3435324423437,4233107821875
1623266228585324100,7c:df:a1:05:87:c7,32,47,4.809999942779541,8,0,-80,39063,4695817964062,3898034740625,3898138423437,4695921685937
1623266228585324100,7c:df:a1:05:87:c7,32,47,4.809999942779541,8,1,-80,45313,4727938964062,3930155753125,3930259423437,4728042679687
1623266228585324100,7c:df:a1:05:87:c7,32,47,4.809999942779541,8,2,-79,43751,4760140964062,3962357765625,3962461423437,4760244665625
1623266228585324100,7c:df:a1:05:87:c7,32,47,4.809999942779541,8,3,-79,50001,4795891976562,3998108787500,3998212423437,4795995662500
1623266228585324100,7c:df:a1:05:87:c7,32,47,4.809999942779541,8,4,-79,54688,4828107964062,4030324787500,4030428423437,4828211654687
1623266228585324100,7c:df:a1:05:87:c7,32,47,4.809999942779541,8,5,-78,48438,4860251976562,4062468810937,4062572423437,4860355637500
1623266228585324100,7c:df:a1:05:87:c7,32,47,4.809999942779541,8,6,-79,45313,4896118964062,4098335806250,4098439423437,4896222626562
1623266228585324100,7c:df:a1:05:87:c7,32,47,4.809999942779541,8,7,-79,51563,4928299964062,4130516818750,4130620423437,4928403620312
1623266229288259256,7c:df:a1:05:87:c7,33,49,5.070000171661377,8,0,-79,51563,5395839976562,4598056978125,4598161423437,5395944473437
1623266229288259256,7c:df:a1:05:87:c7,33,49,5.070000171661377,8,1,-79,51563,5427916964062,4630133976562,4630238423437,5428021462500
1623266229288259256,7c:df:a1:05:87:c7,33,49,5.070000171661377,8,2,-79,39063,5460090964062,4662307981250,4662412423437,5460195445312
1623266229288259256,7c:df:a1:05:87:c7,33,49,5.070000171661377,8,3,-79,54688,5495924964062,4698141995312,4698246423437,5496029446875
1623266229288259256,7c:df:a1:05:87:c7,33,49,5.070000171661377,8,4,-79,45313,5528088964062,4730306003125,4730410423437,5528193429687
1623266229288259256,7c:df:a1:05:87:c7,33,49,5.070000171661377,8,5,-79,59375,5560254976562,4762472029687,4762576423437,5560359429687
1623266229288259256,7c:df:a1:05:87:c7,33,49,5.070000171661377,8,6,-79,46875,5596431964062,4798649026562,4798753423437,5596536407812
1623266229288259256,7c:df:a1:05:87:c7,33,49,5.070000171661377,8,7,-79,46876,5628675976562,4830893046875,4830997423437,5628780400000
1623266229985642358,7c:df:a1:05:87:c7,31,46,4.679999828338623,8,0,-79,51563,6095748964062,5297966179687,5298070423437,6095853259375
1623266229985642358,7c:df:a1:05:87:c7,31,46,4.679999828338623,8,1,-80,48438,6128028964062,5330246187500,5330350423437,6128133248437
1623266229985642358,7c:df:a1:05:87:c7,31,46,4.679999828338623,8,2,-80,50000,6160197964062,5362415201562,5362519423437,6160302235937
