timestamp,anchorId,rtt_est,rtt_raw,dist_est,own_est,num_frames,frame_index,rssi,rtt,t1,t2,t3,t4
1623775322096768960,7c:df:a1:0e:db:f1,9,21,1.4299999475479126,2.0,3,0,-74,21875,539372442187,464766257812,464870623437,539476829687
1623775322096768960,7c:df:a1:0e:db:f1,9,21,1.4299999475479126,2.0,3,1,-74,20313,571545442187,496939315625,497043623437,571649770312
1623775322096768960,7c:df:a1:0e:db:f1,9,21,1.4299999475479126,2.0,3,2,-74,21876,603718442187,529112371875,529216623437,603822715625
1623775322610127845,7c:df:a1:06:b9:dd,20,34,3.119999885559082,4.0,3,0,-78,31251,3560482826562,977720834375,977824623437,3560586646875
1623775322610127845,7c:df:a1:06:b9:dd,20,34,3.119999885559082,4.0,3,1,-78,37501,3592631826562,1009869918750,1009973623437,3592735568750
1623775322610127845,7c:df:a1:06:b9:dd,20,34,3.119999885559082,4.0,3,2,-78,35938,3641389826562,1058628043750,1058731623437,3641493442187
1623775323124965076,7c:df:a1:05:87:c7,52,71,7.929999828338623,8.0,3,0,-87,71875,2306659962500,1491304748437,1491408623437,2306763909375
1623775323124965076,7c:df:a1:05:87:c7,52,71,7.929999828338623,8.0,3,1,-86,65625,2338913975000,1523558793750,1523662623437,2339017870312
1623775323124965076,7c:df:a1:05:87:c7,52,71,7.929999828338623,8.0,3,2,-87,78125,2371085962500,1555730807812,1555834623437,2371189856250
1623775323643679379,7c:df:a1:0f:74:e9,84,107,12.609999656677246,12.600000381469727,3,0,-86,101563,3574557964062,2007213543750,2007317623437,3574662145312
1623775323643679379,7c:df:a1:0f:74:e9,84,107,12.609999656677246,12.600000381469727,3,1,-85,103126,3610020964062,2042676531250,2042780623437,3610125159375
1623775323643679379,7c:df:a1:0f:74:e9,84,107,12.609999656677246,12.600000381469727,3,2,-86,117188,3638857976562,2071513518750,2071617623437,3638962198437
1623775324154509659,7c:df:a1:0e:db:f1,7,19,1.1699999570846558,2.0,3,0,-74,17188,2598726442187,2524123910937,2524227623437,2598830171875
1623775324154509659,7c:df:a1:0e:db:f1,7,19,1.1699999570846558,2.0,3,1,-74,20313,2628944442187,2554341965625,2554445623437,2629048120312
1623775324154509659,7c:df:a1:0e:db:f1,7,19,1.1699999570846558,2.0,3,2,-74,20313,2661213442187,2586611021875,2586714623437,2661317064062
1623775324678749665,7c:df:a1:06:b9:dd,20,34,3.119999885559082,4.0,3,0,-78,37501,5620297826562,3037541046875,3037644623437,5620401440625
1623775324678749665,7c:df:a1:06:b9:dd,20,34,3.119999885559082,4.0,3,1,-78,35938,5654446851562,3071690160937,3071794623437,5654551350000
1623775324678749665,7c:df:a1:06:b9:dd,20,34,3.119999885559082,4.0,3,2,-78,31251,5684574826562,3101818209375,3101922623437,5684679271875
1623775325193068795,7c:df:a1:05:87:c7,47,65,7.150000095367432,8.0,3,0,-87,64063,4374752962500,3559399812500,3559503623437,4374856837500
