timestamp,anchorId,rtt_est,rtt_raw,dist_est,own_est,num_frames,frame_index,rssi,rtt,t1,t2,t3,t4
1623775648040597292,7c:df:a1:0e:db:f1,48,66,7.28000020980835,7.5,3,0,-83,67188,5875641764062,892465676562,892569823437,5875745978125
1623775648040597292,7c:df:a1:0e:db:f1,48,66,7.28000020980835,7.5,3,1,-82,62501,5909238776562,926062675000,926166823437,5909342987500
1623775648040597292,7c:df:a1:0e:db:f1,48,66,7.28000020980835,7.5,3,2,-83,68750,5940050764062,956874657812,956978823437,5940154998437
1623775648553983407,7c:df:a1:0f:74:e9,8,20,1.2999999523162842,2.0,3,0,-76,17188,687844251562,1401142328125,1401245823437,687947764062
1623775648553983407,7c:df:a1:0f:74:e9,8,20,1.2999999523162842,2.0,3,1,-75,20313,720025226562,1433323392187,1433427823437,720129678125
1623775648553983407,7c:df:a1:0f:74:e9,8,20,1.2999999523162842,2.0,3,2,-75,23438,752225251562,1465523504687,1465627823437,752329593750
1623775649070193944,7c:df:a1:06:b9:dd,36,52,5.460000038146973,7.5,3,0,-81,50001,5405017242187,1915294006250,1915397823437,5405121109375
1623775649070193944,7c:df:a1:06:b9:dd,36,52,5.460000038146973,7.5,3,1,-81,56251,5438359242187,1948636068750,1948739823437,5438463053125
1623775649070193944,7c:df:a1:06:b9:dd,36,52,5.460000038146973,7.5,3,2,-81,50001,5469410242187,1979687118750,1979790823437,5469513996875
1623775650087582924,7c:df:a1:0e:db:f1,52,71,7.929999828338623,7.0,3,0,-82,64063,1218337364062,2946046976562,2946150823437,1218441275000
1623775650087582924,7c:df:a1:0e:db:f1,52,71,7.929999828338623,7.0,3,1,-83,78125,1250519364062,2978228967187,2978332823437,1250623298437
1623775650087582924,7c:df:a1:0e:db:f1,52,71,7.929999828338623,7.0,3,2,-82,71876,1282722376562,3010431968750,3010535823437,1282826303125
1623775650604285231,7c:df:a1:0f:74:e9,7,19,1.1699999570846558,2.0,3,0,-76,18750,2737027226562,3450330857812,3450434823437,2737131210937
1623775650604285231,7c:df:a1:0f:74:e9,7,19,1.1699999570846558,2.0,3,1,-75,21875,2771847226562,3485150951562,3485254823437,2771951120312
